beta1,beta2,beta3,beta_v,beta_z_infinity
0.2,0,0.742857142857,9.37142857143,0.718232592315
0.2,0,0.771428571429,8.68571428571,0.704152707678
0.2,0,0.8,8,0.689673315674
0.2,0,0.828571428571,7.31428571429,0.674812606669
0.2,0,0.857142857143,6.62857142857,0.659591576222
0.2,0,0.885714285714,5.94285714286,0.64403398001
0.2,0,0.914285714286,5.25714285714,0.628166247847
0.2,0,0.942857142857,4.57142857143,0.612017355761
0.2,0,0.971428571429,3.88571428571,0.595618656113
0.2,0,1,3.2,0.579003666867
0.228571428571,0,0,26.5142857143,0.933999738363
0.228571428571,0,0.0285714285714,25.8285714286,0.929645046642
0.228571428571,0,0.0571428571429,25.1428571429,0.925026111887
0.228571428571,0,0.0857142857143,24.4571428571,0.920130005238
0.228571428571,0,0.114285714286,23.7714285714,0.914943581126
0.228571428571,0,0.142857142857,23.0857142857,0.909453534814
0.228571428571,0,0.171428571429,22.4,0.903646469315
0.228571428571,0,0.2,21.7142857143,0.897508972279
0.228571428571,0,0.228571428571,21.0285714286,0.891027703364
0.228571428571,0,0.257142857143,20.3428571429,0.884189492474
0.228571428571,0,0.285714285714,19.6571428571,0.876981449141
0.228571428571,0,0.314285714286,18.9714285714,0.869391083141
0.228571428571,0,0.342857142857,18.2857142857,0.861406436223
0.228571428571,0,0.371428571429,17.6,0.853016224597
0.228571428571,0,0.4,16.9142857143,0.844209991528
0.228571428571,0,0.428571428571,16.2285714286,0.834978269073
0.228571428571,0,0.457142857143,15.5428571429,0.825312747651
0.228571428571,0,0.485714285714,14.8571428571,0.815206451718
0.228571428571,0,0.514285714286,14.1714285714,0.804653919479
0.228571428571,0,0.542857142857,13.4857142857,0.79365138409
0.228571428571,0,0.571428571429,12.8,0.782196953458
0.228571428571,0,0.6,12.1142857143,0.770290785308
0.228571428571,0,0.628571428571,11.4285714286,0.757935253882
0.228571428571,0,0.657142857143,10.7428571429,0.74513510431
0.228571428571,0,0.685714285714,10.0571428571,0.731897590505
0.228571428571,0,0.714285714286,9.37142857143,0.718232592315
0.228571428571,0,0.742857142857,8.68571428571,0.704152707678
0.228571428571,0,0.771428571429,8,0.689673315674
0.228571428571,0,0.8,7.31428571429,0.674812606669
0.228571428571,0,0.828571428571,6.62857142857,0.659591576222
0.228571428571,0,0.857142857143,5.94285714286,0.64403398001
0.228571428571,0,0.885714285714,5.25714285714,0.628166247847
0.228571428571,0,0.914285714286,4.57142857143,0.612017355761
0.228571428571,0,0.942857142857,3.88571428571,0.595618656113
0.228571428571,0,0.971428571429,3.2,0.579003666867
0.228571428571,0,1,2.51428571429,0.562207822248
0.257142857143,0,0,25.8285714286,0.929645046642
0.257142857143,0,0.0285714285714,25.1428571429,0.925026111887
0.257142857143,0,0.0571428571429,24.4571428571,0.920130005238
0.257142857143,0,0.0857142857143,23.7714285714,0.914943581126
0.257142857143,0,0.114285714286,23.0857142857,0.909453534814
0.257142857143,0,0.142857142857,22.4,0.903646469315
0.257142857143,0,0.171428571429,21.7142857143,0.897508972279
0.257142857143,0,0.2,21.0285714286,0.891027703364
0.257142857143,0,0.228571428571,20.3428571429,0.884189492474
0.257142857143,0,0.257142857143,19.6571428571,0.876981449141
0.257142857143,0,0.285714285714,18.9714285714,0.869391083141
0.257142857143,0,0.314285714286,18.2857142857,0.861406436223
0.257142857143,0,0.342857142857,17.6,0.853016224597
0.257142857143,0,0.371428571429,16.9142857143,0.844209991528
0.257142857143,0,0.4,16.2285714286,0.834978269073
0.257142857143,0,0.428571428571,15.5428571429,0.825312747651
0.257142857143,0,0.457142857143,14.8571428571,0.815206451718
0.257142857143,0,0.485714285714,14.1714285714,0.804653919479
0.257142857143,0,0.514285714286,13.4857142857,0.79365138409
0.257142857143,0,0.542857142857,12.8,0.782196953458
0.257142857143,0,0.571428571429,12.1142857143,0.770290785308
0.257142857143,0,0.6,11.4285714286,0.757935253882
0.257142857143,0,0.628571428571,10.7428571429,0.74513510431
0.257142857143,0,0.657142857143,10.0571428571,0.731897590505
0.257142857143,0,0.685714285714,9.37142857143,0.718232592315
0.257142857143,0,0.714285714286,8.68571428571,0.704152707678
0.257142857143,0,0.742857142857,8,0.689673315674
0.257142857143,0,0.771428571429,7.31428571429,0.674812606669
0.257142857143,0,0.8,6.62857142857,0.659591576222
0.257142857143,0,0.828571428571,5.94285714286,0.64403398001
0.257142857143,0,0.857142857143,5.25714285714,0.628166247847
0.257142857143,0,0.885714285714,4.57142857143,0.612017355761
0.257142857143,0,0.914285714286,3.88571428571,0.595618656113
0.257142857143,0,0.942857142857,3.2,0.579003666867
0.257142857143,0,0.971428571429,2.51428571429,0.562207822248
0.257142857143,0,1,1.82857142857,0.545268188182
0.285714285714,0,0,25.1428571429,0.925026111887
0.285714285714,0,0.0285714285714,24.4571428571,0.920130005238
0.285714285714,0,0.0571428571429,23.7714285714,0.914943581126
0.285714285714,0,0.0857142857143,23.0857142857,0.909453534814
0.285714285714,0,0.114285714286,22.4,0.903646469315
0.285714285714,0,0.142857142857,21.7142857143,0.897508972279
0.285714285714,0,0.171428571429,21.0285714286,0.891027703364
0.285714285714,0,0.2,20.3428571429,0.884189492474
0.285714285714,0,0.228571428571,19.6571428571,0.876981449141
0.285714285714,0,0.257142857143,18.9714285714,0.869391083141
0.285714285714,0,0.285714285714,18.2857142857,0.861406436223
0.285714285714,0,0.314285714286,17.6,0.853016224597
0.285714285714,0,0.342857142857,16.9142857143,0.844209991528
0.285714285714,0,0.371428571429,16.2285714286,0.834978269073
0.285714285714,0,0.4,15.5428571429,0.825312747651
0.285714285714,0,0.428571428571,14.8571428571,0.815206451718
0.285714285714,0,0.457142857143,14.1714285714,0.804653919479
0.285714285714,0,0.485714285714,13.4857142857,0.79365138409
0.285714285714,0,0.514285714286,12.8,0.782196953458
0.285714285714,0,0.542857142857,12.1142857143,0.770290785308
0.285714285714,0,0.571428571429,11.4285714286,0.757935253882
0.285714285714,0,0.6,10.7428571429,0.74513510431
0.285714285714,0,0.628571428571,10.0571428571,0.731897590505
0.285714285714,0,0.657142857143,9.37142857143,0.718232592315
0.285714285714,0,0.685714285714,8.68571428571,0.704152707678
0.285714285714,0,0.714285714286,8,0.689673315674
0.285714285714,0,0.742857142857,7.31428571429,0.674812606669
0.285714285714,0,0.771428571429,6.62857142857,0.659591576222
0.285714285714,0,0.8,5.94285714286,0.64403398001
0.285714285714,0,0.828571428571,5.25714285714,0.628166247847
0.285714285714,0,0.857142857143,4.57142857143,0.612017355761
0.285714285714,0,0.885714285714,3.88571428571,0.595618656113
0.285714285714,0,0.914285714286,3.2,0.579003666867
0.285714285714,0,0.942857142857,2.51428571429,0.562207822248
0.285714285714,0,0.971428571429,1.82857142857,0.545268188182
0.285714285714,0,1,1.14285714286,0.528223146969
0.314285714286,0,0,24.4571428571,0.920130005238
0.314285714286,0,0.0285714285714,23.7714285714,0.914943581126
0.314285714286,0,0.0571428571429,23.0857142857,0.909453534814
0.314285714286,0,0.0857142857143,22.4,0.903646469315
0.314285714286,0,0.114285714286,21.7142857143,0.897508972279
0.314285714286,0,0.142857142857,21.0285714286,0.891027703364
0.314285714286,0,0.171428571429,20.3428571429,0.884189492474
0.314285714286,0,0.2,19.6571428571,0.876981449141
0.314285714286,0,0.228571428571,18.9714285714,0.869391083141
0.314285714286,0,0.257142857143,18.2857142857,0.861406436223
0.314285714286,0,0.285714285714,17.6,0.853016224597
0.314285714286,0,0.314285714286,16.9142857143,0.844209991528
0.314285714286,0,0.342857142857,16.2285714286,0.834978269073
0.314285714286,0,0.371428571429,15.5428571429,0.825312747651
0.314285714286,0,0.4,14.8571428571,0.815206451718
0.314285714286,0,0.428571428571,14.1714285714,0.804653919479
0.314285714286,0,0.457142857143,13.4857142857,0.79365138409
0.314285714286,0,0.485714285714,12.8,0.782196953458
0.314285714286,0,0.514285714286,12.1142857143,0.770290785308
0.314285714286,0,0.542857142857,11.4285714286,0.757935253882
0.314285714286,0,0.571428571429,10.7428571429,0.74513510431
0.314285714286,0,0.6,10.0571428571,0.731897590505
0.314285714286,0,0.628571428571,9.37142857143,0.718232592315
0.314285714286,0,0.657142857143,8.68571428571,0.704152707678
0.314285714286,0,0.685714285714,8,0.689673315674
0.314285714286,0,0.714285714286,7.31428571429,0.674812606669
0.314285714286,0,0.742857142857,6.62857142857,0.659591576222
0.314285714286,0,0.771428571429,5.94285714286,0.64403398001
0.314285714286,0,0.8,5.25714285714,0.628166247847
0.314285714286,0,0.828571428571,4.57142857143,0.612017355761
0.314285714286,0,0.857142857143,3.88571428571,0.595618656113
0.314285714286,0,0.885714285714,3.2,0.579003666867
0.314285714286,0,0.914285714286,2.51428571429,0.562207822248
0.314285714286,0,0.942857142857,1.82857142857,0.545268188182
0.314285714286,0,0.971428571429,1.14285714286,0.528223146969
0.314285714286,0,1,0.457142857143,0.511112056636
0.342857142857,0,0,23.7714285714,0.914943581126
0.342857142857,0,0.0285714285714,23.0857142857,0.909453534814
0.342857142857,0,0.0571428571429,22.4,0.903646469315
0.342857142857,0,0.0857142857143,21.7142857143,0.897508972279
0.342857142857,0,0.114285714286,21.0285714286,0.891027703364
0.342857142857,0,0.142857142857,20.3428571429,0.884189492474
0.342857142857,0,0.171428571429,19.6571428571,0.876981449141
0.342857142857,0,0.2,18.9714285714,0.869391083141
0.342857142857,0,0.228571428571,18.2857142857,0.861406436223
0.342857142857,0,0.257142857143,17.6,0.853016224597
0.342857142857,0,0.285714285714,16.9142857143,0.844209991528
0.342857142857,0,0.314285714286,16.2285714286,0.834978269073
0.342857142857,0,0.342857142857,15.5428571429,0.825312747651
0.342857142857,0,0.371428571429,14.8571428571,0.815206451718
0.342857142857,0,0.4,14.1714285714,0.804653919479
0.342857142857,0,0.428571428571,13.4857142857,0.79365138409
0.342857142857,0,0.457142857143,12.8,0.782196953458
0.342857142857,0,0.485714285714,12.1142857143,0.770290785308
0.342857142857,0,0.514285714286,11.4285714286,0.757935253882
0.342857142857,0,0.542857142857,10.7428571429,0.74513510431
0.342857142857,0,0.571428571429,10.0571428571,0.731897590505
0.342857142857,0,0.6,9.37142857143,0.718232592315
0.342857142857,0,0.628571428571,8.68571428571,0.704152707678
0.342857142857,0,0.657142857143,8,0.689673315674
0.342857142857,0,0.685714285714,7.31428571429,0.674812606669
0.342857142857,0,0.714285714286,6.62857142857,0.659591576222
0.342857142857,0,0.742857142857,5.94285714286,0.64403398001
0.342857142857,0,0.771428571429,5.25714285714,0.628166247847
0.342857142857,0,0.8,4.57142857143,0.612017355761
0.342857142857,0,0.828571428571,3.88571428571,0.595618656113
0.342857142857,0,0.857142857143,3.2,0.579003666867
0.342857142857,0,0.885714285714,2.51428571429,0.562207822248
0.342857142857,0,0.914285714286,1.82857142857,0.545268188182
0.342857142857,0,0.942857142857,1.14285714286,0.528223146969
0.342857142857,0,0.971428571429,0.457142857143,0.511112056636
0.342857142857,0,1,-0.228571428571,0.493974891242
0.371428571429,0,0,23.0857142857,0.909453534814
0.371428571429,0,0.0285714285714,22.4,0.903646469315
0.371428571429,0,0.0571428571429,21.7142857143,0.897508972279
0.371428571429,0,0.0857142857143,21.0285714286,0.891027703364
0.371428571429,0,0.114285714286,20.3428571429,0.884189492474
0.371428571429,0,0.142857142857,19.6571428571,0.876981449141
0.371428571429,0,0.171428571429,18.9714285714,0.869391083141
0.371428571429,0,0.2,18.2857142857,0.861406436223
0.371428571429,0,0.228571428571,17.6,0.853016224597
0.371428571429,0,0.257142857143,16.9142857143,0.844209991528
0.371428571429,0,0.285714285714,16.2285714286,0.834978269073
0.371428571429,0,0.314285714286,15.5428571429,0.825312747651
0.371428571429,0,0.342857142857,14.8571428571,0.815206451718
0.371428571429,0,0.371428571429,14.1714285714,0.804653919479
0.371428571429,0,0.4,13.4857142857,0.79365138409
0.371428571429,0,0.428571428571,12.8,0.782196953458
