beta1,beta_v,regime
2.10380761523,-0.311422845691,heat_engine
2.11142284569,-0.334268537074,heat_engine
2.11903807615,-0.357114228457,heat_engine
2.12665330661,-0.37995991984,heat_engine
2.13426853707,-0.402805611222,heat_engine
2.14188376754,-0.425651302605,heat_engine
2.149498998,-0.448496993988,heat_engine
2.15711422846,-0.471342685371,heat_engine
2.16472945892,-0.494188376754,heat_engine
2.17234468938,-0.517034068136,heat_engine
2.17995991984,-0.539879759519,heat_engine
2.1875751503,-0.562725450902,heat_engine
2.19519038076,-0.585571142285,heat_engine
2.20280561122,-0.608416833667,heat_engine
2.21042084168,-0.63126252505,heat_engine
2.21803607214,-0.654108216433,heat_engine
2.22565130261,-0.676953907816,heat_engine
2.23326653307,-0.699799599198,heat_engine
2.24088176353,-0.722645290581,heat_engine
2.24849699399,-0.745490981964,heat_engine
2.25611222445,-0.768336673347,heat_engine
2.26372745491,-0.791182364729,heat_engine
2.27134268537,-0.814028056112,heat_engine
2.27895791583,-0.836873747495,heat_engine
2.28657314629,-0.859719438878,heat_engine
2.29418837675,-0.882565130261,heat_engine
2.30180360721,-0.905410821643,heat_engine
2.30941883768,-0.928256513026,heat_engine
2.31703406814,-0.951102204409,heat_engine
2.3246492986,-0.973947895792,heat_engine
2.33226452906,-0.996793587174,heat_engine
2.33987975952,-1.01963927856,heat_engine
2.34749498998,-1.04248496994,heat_engine
2.35511022044,-1.06533066132,heat_engine
2.3627254509,-1.08817635271,heat_engine
2.37034068136,-1.11102204409,heat_engine
2.37795591182,-1.13386773547,heat_engine
2.38557114228,-1.15671342685,heat_engine
2.39318637275,-1.17955911824,heat_engine
2.40080160321,-1.20240480962,heat_engine
2.40841683367,-1.225250501,heat_engine
2.41603206413,-1.24809619238,heat_engine
2.42364729459,-1.27094188377,heat_engine
2.43126252505,-1.29378757515,heat_engine
2.43887775551,-1.31663326653,heat_engine
2.44649298597,-1.33947895792,heat_engine
2.45410821643,-1.3623246493,heat_engine
2.46172344689,-1.38517034068,heat_engine
2.46933867735,-1.40801603206,heat_engine
2.47695390782,-1.43086172345,heat_engine
2.48456913828,-1.45370741483,heat_engine
2.49218436874,-1.47655310621,heat_engine
2.4997995992,-1.4993987976,heat_engine
2.50741482966,-1.52224448898,heat_engine
2.51503006012,-1.54509018036,heat_engine
2.52264529058,-1.56793587174,heat_engine
2.53026052104,-1.59078156313,heat_engine
2.5378757515,-1.61362725451,heat_engine
2.54549098196,-1.63647294589,heat_engine
2.55310621242,-1.65931863727,heat_engine
2.56072144289,-1.68216432866,heat_engine
2.56833667335,-1.70501002004,heat_engine
2.57595190381,-1.72785571142,heat_engine
2.58356713427,-1.75070140281,heat_engine
2.59118236473,-1.77354709419,heat_engine
2.59879759519,-1.79639278557,heat_engine
2.60641282565,-1.81923847695,heat_engine
2.61402805611,-1.84208416834,heat_engine
2.62164328657,-1.86492985972,heat_engine
2.62925851703,-1.8877755511,heat_engine
2.63687374749,-1.91062124248,heat_engine
2.64448897796,-1.93346693387,heat_engine
